1;4;2010;0;29;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;0;59;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;1;29;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;1;59;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;2;29;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;2;59;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;3;29;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;3;59;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;4;29;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;4;59;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;5;29;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;5;59;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;6;29;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;6;59;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
1;4;2010;7;29;56;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0;-999;-999;-999;-999;0
