1;4;2012;0;29;56;15;0;15;15;3;19.227;1.0786;18.013;20.075;3;9.7939;0.54816;9.1728;10.21;3;28.114;0.05636;28.049;28.149;3;1010.4;0;1010.4;1010.4;1;76.387;0.76228;75.643;77.166;3
1;4;2012;0;59;56;15;0.57735;14;15;3;14.747;0.36991;14.466;15.166;3;8.8448;0.14878;8.7586;9.0166;3;28.036;0.0069731;28.031;28.044;3;1010;0.047152;1009.9;1010;2;73.54;1.0172;72.425;74.418;3
1;4;2012;1;29;56;15;0;15;15;3;15.813;0.49005;15.267;16.215;3;8.9048;0.22799;8.6602;9.1113;3;28.006;0.013932;27.991;28.018;3;1009.7;0.28482;1009.5;1009.9;2;75.618;1.4945;74.472;77.308;3
1;4;2012;1;59;56;15;0;15;15;3;15.762;0.21716;15.546;15.981;3;9.0441;0.26941;8.854;9.3524;3;28.001;0.042711;27.958;28.044;3;-999;-999;-999;-999;0;74.15;0.30261;73.915;74.491;3
1;4;2012;2;29;56;15;0.57735;14;15;3;17.134;0.95964;16.082;17.96;3;9.2923;0.30865;8.9587;9.5677;3;27.831;0.33695;27.442;28.041;3;1009.3;0.28143;1009.1;1009.5;2;80.988;10.243;74.25;92.794;3
1;4;2012;2;59;56;14;0.57735;14;15;3;10.998;4.3157;7.0319;15.594;3;8.1844;1.0266;7.2056;9.2529;3;26.643;0.32773;26.452;27.022;3;-999;-999;-999;-999;0;105.45;3.0602;101.92;107.33;3
1;4;2012;3;29;56;15;0.57735;14;15;3;7.2275;0.98277;6.3267;8.2756;3;7.6259;0.18459;7.4405;7.8097;3;26.909;0.20825;26.695;27.112;3;1009.1;0;1009.1;1009.1;1;100.82;0.93938;100.19;101.9;3
1;4;2012;3;59;56;14;0;14;14;3;5.195;0.40766;4.7571;5.5635;3;6.6326;0.072786;6.5543;6.6981;3;27.3;0.21088;27.117;27.53;3;1009.5;0;1009.5;1009.5;1;101.37;1.4878;100.18;103.04;3
1;4;2012;4;29;56;15;0.57735;14;15;3;8.9844;3.9965;4.6903;12.595;3;8.2164;1.3672;6.6792;9.2963;3;27.208;0.32715;26.866;27.518;3;-999;-999;-999;-999;0;98.765;5.8553;94.079;105.33;3
1;4;2012;4;59;56;13;1.7321;11;14;3;4.3828;3.2082;1.3426;7.736;3;6.3356;1.5827;4.7502;7.9154;3;26.684;0.11219;26.555;26.756;3;-999;-999;-999;-999;0;106.16;6.6632;99.398;112.72;3
